,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
386,Rural,63,53,63,The University of Wollongong,6.83.,,,,,,,,,0.0,,0.0,,2nd,0,0.0,0.0,0.0,0.0,0.0,3
387,No   ural,71,72,65,The University of Notre Dame Sydney,6.438,,,,,,,,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
388,Rural,74,70,54,Deakin University,6.745,,,,,,,,,0.0,,0.0,,0.0,14,Tier 2,0.0,0.0,0.0,0.0,0
389,Non-Rural,60,61,63,,,The University of Wollongong,6.819,,,,,,,0.0,,0.0,,3rd,0,0.0,0.0,0.0,0.0,0.0,4
390,Non-Rural,65,63,58,The University of Wollongong,6.615,,,,,,,,,0.0,,0.0,,3rd,0,0.0,0.0,0.0,0.0,0.0,3
391,Non-Rural,70,71,82,The University of Notre Dame Sydney,6.38,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2nd,0,0.0,0.0,0.0,0.0,0.0,0
392,Non-Rural,65,86,73,The University of Melbourne,6.786,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0,0.0,Yes,0.0,0.0,0.0,0
393,Non-Rural,65,70,58,The University of Notre Dame Fremantle,6.73,The University of Melbourne,6.68,Deakin University,6.73,The University of Notre Dame Sydney,6.73,0.0,,0.0,,0.0,,4th,4,Did not apply,No,0.0,0.0,0.0,0
394,Non-Rural,60,60,70,The University of Wollongong,6.7,,,,,,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,4
395,Non-Rural,65,69,59,The University of Wollongong,6.6,,,,,,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,2
396,Non-Rural,74,70,63,The University of Queensland (RMP/DDMP),7,The University of Wollongong,6.373,,,,,0.0,,0.0,,0.0,,3rd,0,0.0,0.0,0.0,Tier 3,Rockhampton,2
397,Non-Rural,76,69,1,Australian National University,6.995,,,,,,,0.0,,0.0,,0.0,,2nd,0,0.0,0.0,0.0,0.0,0.0,0
398,Non-Rural,54,54,79,Macquarie University,6.87,,,,,,,0.0,,0.0,,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0
399,Non-Rural,64,60,69,Deakin University,6.95,The University of Wollongong,6.906,,,,,0.0,,0.0,,0.0,,3rd,4,Did not apply,0.0,0.0,0.0,0.0,2
400,Non-Rural,62,59,69,The University of Wollongong,6.8,,,,,,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,3
401,No   ural,61,75,59,The University of Notre Dame Fremantle,6.875,,,,,,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
402,Non-Rural,65,77,76,The University of Notre Dame Sydney,6.75,,,,,,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
403,Non-Rural,68,80,60,The University of Notre Dame Sydney,6.7,The University of Wollongong,6.75,,,,,0.0,,0.0,,0.0,,3rd,0,0.0,0.0,0.0,0.0,0.0,4
404,Non-Rural,63,64,71,The University of Queensland (Greater Brisbane),7,,,,,,,0.0,,0.0,,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0
405,Non-Rural,64,62,61,of Notre Dame Fremantle,6.81,The University of Melbourne,6.825,0.0,,0.0,,0.0,,0.0,,0.0,,Ath,0,0.0,No,0.0,0.0,0.0,0
406,Non-Rural,63,70,76,The University of Queensland (Greater Brisbane),7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0
407,Non-Rural,59,64,71,Macquarie University,6.813,The University of Queensland (Greater Brisbane),6.74,The University of Notre Dame Sydney,6.813,Griffith University,6.813,Deakin University,6.813,The University of Notre Dame Fremantle,6.813,0.0,,3rd,2,Did not apply,0.0,0.0,0.0,0.0,0
408,Non-Rural,61,73,66,The University of Western Australia,6.953,,,,,,,,,,,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0
409,Non-Rural,63,75,70,Deakin University,6.792,,,,,,,,,,,0.0,,0.0,6,Did not apply,0.0,0.0,0.0,0.0,0
410,Non-Rural,50,66,70,The University of Western Australia,6.948,The University of Wollongong,6.948,,,,,,,,,0.0,,2nd,0,0.0,0.0,0.0,0.0,0.0,4
411,Non-Rural,78,77,61,The University of Queensland (Greater Brisbane),6.6,,,,,,,,,,,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0
412,Non-Rural,52,66,66,The University of Notre Dame Fremantle,7,Griffith University,7,,,,,,,,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
413,Non-Rural,61,79,75,The University of Melbourne,6.704,,,,,,,,,,,0.0,,0.0,0,0.0,Yes,0.0,0.0,0.0,0
414,Non-Rural,70,63,80,The University of Western Australia,6.42,The University of Melbourne,6.38,Deakin University,6.36,The University of Notre Dame Sydney,6.36,The University of Wollongong,6.36,The University of Notre Dame Fremantle,6.36,0.0,,2nd,0,Did not apply,No,0.0,0.0,0.0,0
415,Rural,52,66,57,Deakin University,6.57,,,,,,,,,,,0.0,,3rd,14,Tier 3,0.0,0.0,0.0,0.0,0
416,Non-Rural,71,85,79,The University of Melbourne,6.677,,,,,,,,,,,0.0,,4th,0,0.0,No,0.0,0.0,0.0,0
417,Non-Rural,62,65,73,The University of Western Australia,6.99,,,,,,,,,,,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0
418,Rural,55,57,61,The University of Wollongong,6.91,,,,,,,,,,,0.0,,3rd,0,0.0,0.0,0.0,0.0,0.0,5
419,Rural,62,64,71,The University of Melbourne,6.6,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Ath,0,0.0,Yes,0.0,0.0,0.0,0
420,Non-Rural,67,62,65,The University of Notre Dame Fremantle,6.59,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
421,Non-Rural,64,78,64,The University of Queensland (Greater Brisbane),6.69,,,,,,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
422,Non-Rural,63,76,59,The University of Wollongong,6.424,,,,,,,0.0,,0.0,,0.0,,2nd,0,0.0,0.0,0.0,0.0,0.0,4
423,Non-Rural,66,66,59,The University of Notre Dame Sydney,6.927,Griffith University,7,,,,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,HDR,0.0,0.0,0
424,Non-Rural,59,61,55,The University of Wollongong,6.55,,,,,,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,5
425,Non-Rural,62,66,71,Macquarie University,6.65,The University of Melbourne,6.65,,,,,0.0,,0.0,,0.0,,3rd,0,0.0,No,0.0,0.0,0.0,0
426,Non-Rural,66,77,69,The University of Western Australia,6.802,,,,,,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
427,Non-Rural,64,82,72,The University of Queensland (Greater Brisbane),6.345,Griffith University,6.377,,,,,0.0,,0.0,,0.0,,3rd,0,0.0,0.0,0.0,0.0,0.0,0
428,Non-Rural,66,68,78,The University of Notre Dame Fremantle,6.625,,,,,,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
429,No   ural,69,69,75,The University of Notre Dame Fremantle,6.15,The University of Wollongong,6.15,The University of Queensland (RMP/DDMP),6.15,Griffith University,6.15,0.0,,0.0,,0.0,,Ast,0,0.0,0.0,0.0,Tier 3,Toowoomba,2
430,Non-Rural,66,70,68,The University of Notre Dame Sydney,6.67,,,,,,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
431,Non-Rural,63,67,65,The University of Notre Dame Sydney,6.729,The University of Melbourne,6.725,Deakin University,6.729,,,0.0,,0.0,,0.0,,4th,0,Did not apply,No,0.0,0.0,0.0,0
432,Non-Rural,79,64,75,The University of Queensland (Greater Brisbane),6.569,The University of Notre Dame Sydney,6.596,,,,,0.0,,0.0,,0.0,,2nd,0,0.0,0.0,0.0,0.0,0.0,0
433,Non-Rural,61,81,65,The University of Melbourne,6.9,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Ath,0,0.0,No,0.0,0.0,0.0,0
434,Non-Rural,51,69,81,Australian National University,6.869,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0
435,Non-Rural,65,80,56,The University of Notre Dame Sydney,6.77,,,,,,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
436,Non-Rural,69,66,74,The University of Queensland (Greater Brisbane),6.685,The University of Melbourne,6.579,,,,,0.0,,0.0,,0.0,,3rd,0,0.0,No,0.0,0.0,0.0,0
437,Non-Rural,66,83,68,The University of Melbourne,6.875,,,,,,,0.0,,0.0,,0.0,,0.0,0,0.0,No,0.0,0.0,0.0,0
438,Non-Rural,58,74,65,The University of Notre Dame Sydney,6.99,The University of Wollongong,6.99,,,,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,4
439,Non-Rural,58,63,74,The University of Notre Dame Sydney,6.814,,,,,,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
440,Non-Rural,59,61,72,The University of Western Australia,6.9,Griffith University,6.9,The University of Queensland (Greater Brisbane),6.9,The University of Wollongong,6.9,0.0,,0.0,,0.0,,3rd,0,0.0,0.0,0.0,0.0,0.0,0
441,Non-Rural,75,66,71,The University of Melbourne,6.975,,,,,,,0.0,,0.0,,0.0,,4th,0,0.0,Yes,0.0,0.0,0.0,0
442,Rural,50,50,50,Deakin University,5.625,,,,,,,0.0,,0.0,,0.0,,0.0,14,Tier 4,0.0,0.0,0.0,0.0,0
443,No   ural,61,57,71,The University of Wollongong,6,The University of Notre Dame Sydney,6.2,,,,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,3
444,Non-Rural,62,80,86,The University of Melbourne,6.875,,,,,,,0.0,,0.0,,0.0,,4th,0,0.0,No,0.0,0.0,0.0,0
445,Non-Rural,70,78,63,Deakin University,6.929,The University of Melbourne,6.61,,,,,0.0,,0.0,,0.0,,4th,4,Did not apply,No,0.0,0.0,0.0,0
446,Non-Rural,61,72,57,The University of Notre Dame Fremantle,6.896,,,,,,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
447,Rural,60,61,54,The University of Wollongong,6.7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,41st,0,0.0,0.0,0.0,0.0,0.0,5
448,Non-Rural,70,74,86,The University of Melbourne,6.31,Australian National University,6.31,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0,0.0,No,0.0,0.0,0.0,0
449,Non-Rural,62,66,100,The University of Western Australia,6.917,,,,,,,,,,,,,3rd,0,0.0,0.0,0.0,0.0,0.0,0
450,Rural,58,57,53,The University of Queensland (RMP/DDMP),6.023,,,,,,,,,,,,,0.0,0,0.0,0.0,0.0,Tier 4 (DD),Toowoomba,0
451,Non-Rural,67,59,80,The University of Queensland (RMP/DDMP),6.75,Griffith University,6.51,,,,,,,,,,,3rd,0,0.0,0.0,0.0,Tier 3,Toowoomba,0
452,Non-Rural,65,81,59,The University of Wollongong,58,The University of Notre Dame Sydney,58,,,,,,,,,,,4th,0,0.0,0.0,0.0,0.0,0.0,4
453,Non-Rural,68,68,84,The University of Melbourne,7,,,,,,,,,,,,,0.0,0,0.0,No,0.0,0.0,0.0,0
454,Rural,66,77,60,The University of Western Australia,6.449,,,,,,,,,,,,,3rd,0,0.0,0.0,0.0,0.0,0.0,0
455,Non-Rural,66,78,71,The University of Notre Dame Sydney,6.99,,,,,,,,,,,,,4th,0,0.0,0.0,0.0,0.0,0.0,0
456,Non-Rural,60,60,73,The University of Western Australia,7,,,,,,,,,,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0
457,No   ural,70,73,59,,,The University of Notre Dame Sydney,6.25,The University of Wollongong,6.25,Australian National University,6.25,The University of Melbourne,6.25,Deakin University,6.25,Griffith University,6.25,2nd,4,Did not apply,No,0.0,0.0,0.0,3
458,Rural,60,60,1,The University of Wollongong,6,Deakin University,6,,,,,,,,,,,4th,4,Did not apply,0.0,0.0,0.0,0.0,2
459,Non-Rural,72,73,72,Deakin University,6.972,,,,,,,,,,,,,4th,6,Did not apply,0.0,0.0,0.0,0.0,0
460,Non-Rural,65,73,75,The University of Melbourne,6.95,,,,,,,,,,,,,0.0,0,0.0,No,0.0,0.0,0.0,0
461,Non-Rural,77,67,71,The University of Western Australia,6.8,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0
462,Non-Rural,60,82,62,The University of Queensland (RMP/DDMP),6.7,The University of Melbourne,6.67,Deakin University,6.7,0.0,,0.0,,0.0,,0.0,,0.0,0,Did not apply,No,0.0,Tier 3,Toowoomba,0
463,Non-Rural,61,84,60,The University of Notre Dame Sydney,6.712,Macquarie University,6.712,,,0.0,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
464,Non-Rural,67,65,74,Deakin University,6.771,,,,,0.0,,0.0,,0.0,,0.0,,0.0,4,Did not apply,0.0,0.0,0.0,0.0,0
465,Non-Rural,59,81,56,Deakin University,6.667,,,,,0.0,,0.0,,0.0,,0.0,,4th,8,Did not apply,0.0,0.0,0.0,0.0,0
466,Non-Rural,62,67,69,Deakin University,6.708,,,,,0.0,,0.0,,0.0,,0.0,,0.0,12,Did not apply,0.0,0.0,0.0,0.0,0
467,Non-Rural,74,69,84,The University of Melbourne,6.988,,,,,0.0,,0.0,,0.0,,0.0,,4th,0,0.0,No,0.0,0.0,0.0,0
468,Non-Rural,63,68,61,The University of Queensland (RMP/DDMP),7,The University of Wollongong,6.573,,,0.0,,0.0,,0.0,,0.0,,2nd,0,0.0,0.0,0.0,Tier 3,Toowoomba,4
469,Non-Rural,64,73,64,Macquarie University,6.719,,,,,0.0,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
470,Non-Rural,66,72,68,Griffith University,6.77,The University of Melbourne,6.77,Deakin University,6.77,0.0,,0.0,,0.0,,0.0,,4th,4,Did not apply,No,0.0,0.0,0.0,0
471,No   ural,56,61,1,The University of Wollongong,6.104,,,,,0.0,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,3
472,Non-Rural,61,82,62,The University of Notre Dame Sydney,6.3,,,,,0.0,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
473,Non-Rural,62,70,67,The University of Queensland (RMP/DDMP),6.844,,,,,0.0,,0.0,,0.0,,0.0,,3rd,0,0.0,0.0,0.0,Tier 3,Rockhampton,0
474,Rural,67,79,64,The University of Wollongong,55,,,,,0.0,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,5
475,Non-Rural,64,74,66,0.0,,The University of Notre Dame Sydney,6.3,of Notre Dame Fremantle,6.3,0.0,,0.0,,0.0,,0.0,,Ath,0,0.0,0.0,0.0,0.0,0.0,0
476,Non-Rural,60,70,71,The University of Melbourne,6.98,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4th,0,0.0,No,0.0,0.0,0.0,0
477,Non-Rural,75,80,58,The University of Melbourne,6.809,,,,,0.0,,0.0,,0.0,,0.0,,4th,0,0.0,No,0.0,0.0,0.0,0
478,Non-Rural,72,69,96,The University of Melbourne,6.94,,,,,0.0,,0.0,,0.0,,0.0,,0.0,0,0.0,No,0.0,0.0,0.0,0
479,Non-Rural,66,69,67,The University of Western Australia,6.677,The University of Melbourne,6.675,Deakin University,6.677,0.0,,0.0,,0.0,,0.0,,3rd,0,Did not apply,No,0.0,0.0,0.0,0
480,Non-Rural,68,88,83,The University of Notre Dame Sydney,6.979,,,,,0.0,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
481,Rural,55,66,52,The University of Wollongong,5.958,,,,,0.0,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,4
482,Non-Rural,67,58,100,Macquarie University,6.87,,,,,0.0,,0.0,,0.0,,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0
483,Non-Rural,77,66,71,Australian National University,6.66,,,,,0.0,,0.0,,0.0,,0.0,,Ast,0,0.0,0.0,0.0,0.0,0.0,0
484,Non-Rural,69,76,61,The University of Queensland (RMP/DDMP),7,,,,,0.0,,0.0,,0.0,,0.0,,0.0,0,0.0,0.0,0.0,Tier 3,Bundaberg,0
485,Rural,53,77,53,The University of Wollongong,5.822,,,,,0.0,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,5
486,Non-Rural,62,59,79,Griffith University,6.688,Deakin University,6.521,,,0.0,,0.0,,0.0,,0.0,,4th,0,Did not apply,0.0,0.0,0.0,0.0,0
487,Rural,66,63,73,The University of Western Australia,6.3,,,,,0.0,,0.0,,0.0,,0.0,,Ast,0,0.0,0.0,0.0,0.0,0.0,0
488,Non-Rural,65,62,94,Griffith University,6.756,The University of Queensland (Greater Brisbane),6,,,0.0,,0.0,,0.0,,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0
489,Non-Rural,67,76,73,of Notre Dame Fremantle,6.67,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Ath,0,0.0,0.0,0.0,0.0,0.0,0
490,Non-Rural,67,75,73,The University of Notre Dame Fremantle,6.691,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2nd,0,0.0,0.0,0.0,0.0,0.0,0
491,Non-Rural,68,70,71,Griffith University,6.86,,,,,,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
492,Non-Rural,72,72,69,The University of Melbourne,6.95,,,,,,,0.0,,0.0,,0.0,,0.0,0,0.0,Yes,0.0,0.0,0.0,0
493,Non-Rural,73,70,78,The University of Notre Dame Sydney,6.78,,,,,,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
494,Non-Rural,67,61,67,The University of Queensland (RMP/DDMP),7,The University of Wollongong,7,The University of Melbourne,7,,,0.0,,0.0,,0.0,,4th,0,0.0,Yes,0.0,Tier 3,Toowoomba,4
495,Rural,64,66,66,Australian National University,6.67,,,,,,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
496,Rural,66,73,54,The University of Melbourne,6.181,,,,,,,0.0,,0.0,,0.0,,0.0,0,0.0,No,0.0,0.0,0.0,0
497,Non-Rural,67,68,72,The University of Queensland (RMP/DDMP),7,,,,,,,0.0,,0.0,,0.0,,2nd,0,0.0,0.0,0.0,Tier 3,Toowoomba,0
498,Non-Rural,67,84,66,The University of Notre Dame Sydney,6.844,,,,,,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
499,No   ural,61,66,66,,,The University of Queensland (Greater Brisbane),65,,,,,0.0,,0.0,,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0
500,Rural,50,58,60,Australian National University,6.37,,,,,,,0.0,,0.0,,0.0,,2nd,0,0.0,0.0,0.0,0.0,0.0,0
501,Non-Rural,63,61,74,Griffith University,6.95,The University of Melbourne,6.93.,Deakin University,6.95,Australian National University,6.95,0.0,,0.0,,0.0,,Ast,0,Did not apply,No,0.0,0.0,0.0,0
502,Non-Rural,67,66,69,The University of Notre Dame Fremantle,6.665,The University of Notre Dame Sydney,6.665,,,,,0.0,,0.0,,0.0,,3rd,0,0.0,0.0,0.0,0.0,0.0,0
503,Non-Rural,56,71,55,The University of Wollongong,6.583,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Ath,0,0.0,0.0,0.0,0.0,0.0,4
504,Non-Rural,63,76,57,The University of Notre Dame Sydney,6.743,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
505,Non-Rural,54,64,75,The University of Western Australia,6.9,Deakin University,6.9,The University of Notre Dame Sydney,6.9,,,,,,,0.0,,2nd,2,Did not apply,0.0,0.0,0.0,0.0,0
506,Non-Rural,69,66,67,The University of Notre Dame Sydney,6.87,The University of Wollongong,6.87,,,,,,,,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,1
507,Rural,61,58,1,Deakin University,7,,,,,,,,,,,0.0,,0.0,8,Tier 2,0.0,0.0,0.0,0.0,0
508,Non-Rural,62,68,86,The University of Western Australia,65,,,,,,,,,,,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0
509,Non-Rural,59,67,68,The University of Notre Dame Fremantle,6.582,The University of Notre Dame Sydney,6.582,Australian National University,6.582,The University of Queensland (Greater Brisbane),6.455,Griffith University,6.455,,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
510,Rural,64,61,52,Griffith University,6.69,,,,,,,,,,,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0
511,Non-Rural,65,64,76,The University of Western Australia,6.735,The University of Melbourne,6.757,Deakin University,6.735,Australian National University,6.735,,,,,0.0,,2nd,2,Did not apply,No,0.0,0.0,0.0,0
512,Non-Rural,59,71,67,The University of Notre Dame Sydney,6.917,,,,,,,,,,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
513,No   ural,60,66,74,The University of Notre Dame Fremantle,6.648,The University of Melbourne,6.622,The University of Western Australia,6.648,,,,,,,0.0,,4th,0,0.0,No,0.0,0.0,0.0,0
514,Non-Rural,63,59,67,The University of Western Australia,6.979,,,,,,,,,,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
515,Non-Rural,59,67,76,The University of Queensland (RMP/DDMP),6.77,,,,,,,,,,,0.0,,0.0,0,0.0,0.0,0.0,Tier 3,Rockhampton,0
516,Non-Rural,61,60,63,,,The University of Melbourne,6.967,Deakin University,6.972,Griffith University,6.944,The University of Western Australia,6.944,Australian National University,6.972,0.0,,0.0,6,Did not apply,No,0.0,0.0,0.0,0
517,Rural,57,56,64,Australian National University,6.9,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,41st,0,0.0,0.0,0.0,0.0,0.0,0
518,Non-Rural,80,71,82,The University of Melbourne,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0,0.0,No,0.0,0.0,0.0,0
519,Non-Rural,62,78,63,The University of Melbourne,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0,0.0,No,0.0,0.0,0.0,0
520,Non-Rural,64,70,71,The University of Notre Dame Sydney,6.85,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
521,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2nd,0,0.0,0.0,0.0,0.0,0.0,0
